n°	unvoc	vocal	cat	freq	haraka
26272	أَرْسَخ	أرسخ	adj_comp	123	َ
26349	آلَم	آلم	adj_comp	121	َ
26478	أَخْبَث	أخبث	adj_comp	117	َ
26479	أَسَنّ	أسن	adj_comp	117	َ
26733	أَفْتَك	أفتك	adj_comp	109	َ
26738	أَعَفّ	أعف	adj_comp	109	َ
26844	أَصْبَر	أصبر	adj_comp	106	َ
26959	أَعْجَل	أعجل	adj_comp	103	َ
26961	أَكْثَف	أكثف	adj_comp	103	َ
27093	أَجْبَن	أجبن	adj_comp	99	َ
27236	أَطْرَب	أطرب	adj_comp	96	َ
27286	أَخْلَق	أخلق	adj_comp	94	َ
27474	أَغْمَض	أغمض	adj_comp	90	َ
27555	أَفْيَد	أفيد	adj_comp	88	َ
28010	أَحْوَط	أحوط	adj_comp	76	َ
28050	أَلْيَق	أليق	adj_comp	75	َ
28641	أَسَدّ	أسد	adj_comp	65	َ
28683	أَهْيَن	أهين	adj_comp	64	َ
28738	أَبْهَر	أبهر	adj_comp	63	َ
28908	أَرْهَف	أرهف	adj_comp	60	َ
29188	أَعْوَص	أعوص	adj_comp	55	َ
29635	أَعْسَر	أعسر	adj_comp	48	َ
29700	أَقْطَع	أقطع	adj_comp	47	َ
29764	أَنْعَم	أنعم	adj_comp	46	َ
29942	أَجْلَب	أجلب	adj_comp	43	َ
30015	أَسْلَس	أسلس	adj_comp	42	َ
30122	أَخْوَف	أخوف	adj_comp	41	َ
30431	أَلْيَن	ألين	adj_comp	37	َ
30432	أَبْرَك	أبرك	adj_comp	37	َ
30662	أَضْأَل	أضأل	adj_comp	34	َ
30779	أَرْوَج	أروج	adj_comp	33	َ
31196	أَوْعَر	أوعر	adj_comp	29	َ
31580	أَخْيَل	أخيل	adj_comp	25	َ
31584	أَرْأَف	أرأف	adj_comp	25	َ
31587	أَنْصَب	أنصب	adj_comp	25	َ
32209	أَحْزَم	أحزم	adj_comp	20	َ
32540	أَنْبَغ	أنبغ	adj_comp	18	َ
32542	أَبْكَر	أبكر	adj_comp	18	َ
32704	أَشْيَك	أشيك	adj_comp	17	َ
33114	أَفْحَش	أفحش	adj_comp	14	َ
33433	أَفْتَن	أفتن	adj_comp	12	َ
33598	آلَف	آلف	adj_comp	11	َ
33644	أَجْذَب	أجذب	adj_comp	11	َ
33943	أَزْيَف	أزيف	adj_comp	10	َ
34139	أَشْطَر	أشطر	adj_comp	9	َ
34744	أَقْلَص	أقلص	adj_comp	7	َ
34750	أَجْسَم	أجسم	adj_comp	7	َ
35053	أَرْوَغ	أروغ	adj_comp	6	َ
35428	أَفْوَح	أفوح	adj_comp	5	َ
35433	أَصْقَع	أصقع	adj_comp	5	َ
35852	أَبْلَد	أبلد	adj_comp	4	َ
36369	أَرْيَب	أريب	adj_comp	2	َ
37671	أَجْهَر	أجهر	adj_comp	1	َ
37677	أَدْكَن	أدكن	adj_comp	1	َ
59	ثانِي	ثاني	adj_num	1470264	َ
93	أَوَّل	أول	adj_num	985545	َ
215	ثالِث	ثالث	adj_num	553743	َ
473	رابِع	رابع	adj_num	300785	َ
541	عَشَر	عشر	adj_num	268381	َ
665	خامِس	خامس	adj_num	221372	َ
827	سادِس	سادس	adj_num	181868	َ
1004	سابِع	سابع	adj_num	152260	َ
1141	عِشْرُون	عشرون	adj_num	135370	َ
1225	ثامِن	ثامن	adj_num	124771	َ
1285	تاسِع	تاسع	adj_num	115808	َ
1477	عاشِر	عاشر	adj_num	96951	َ
1730	حادِي	حادي	adj_num	78554	َ
2844	ثَلاثُون	ثلاثون	adj_num	39769	َ
9756	أَرْبَعُون	أربعون	adj_num	4520	َ
11026	تِسْعُون	تسعون	adj_num	3392	َ
13096	خَمْسُمِائَة	خمسمائة	adj_num	2183	َ
14999	ثَلاثُمِائَة	ثلاثمائة	adj_num	1474	َ
17934	سِتُّمِائَة	ستمائة	adj_num	813	َ
18022	أَرْبَعُمِائَة	أربعمائة	adj_num	798	َ
19445	سَبْعُمِائَة	سبعمائة	adj_num	583	َ
19573	تِسْعُمِائَة	تسعمائة	adj_num	568	َ
20153	ثَمانِمِائَة	ثمانمائة	adj_num	507	َ
14	كان	كان	verb	7553046	َ
18	قال	قال	verb	4349099	َ
68	تَمّ	تم	verb	1240818	َ
96	لَيْس	ليس	verb	976757	َ
100	قام	قام	verb	953948	َ
101	ذَكَر	ذكر	verb	947361	َ
105	أَمْكَن	أمكن	verb	935577	َ
118	اِعْتَبَر	اعتبر	verb	865795	َ
134	أَكَّد	أكد	verb	785558	َ
152	عَنَى	عنى	verb	743394	َ
156	بَدَأ	بدأ	verb	735968	َ
159	دَعا	دعا	verb	702354	َ
160	عاد	عاد	verb	701159	َ
169	رَأَى	رأى	verb	677034	َ
174	وَصَل	وصل	verb	661940	َ
184	أَراد	أراد	verb	627723	َ
193	قَدَّم	قدم	verb	611178	َ
202	زال	زال	verb	585109	َ
208	بَلَغ	بلغ	verb	558791	َ
210	جاء	جاء	verb	558258	َ
222	أَعْلَن	أعلن	verb	541607	َ
227	أَشار	أشار	verb	530831	َ
233	حَصَل	حصل	verb	508911	َ
234	وَجَب	وجب	verb	506953	َ
243	أَضاف	أضاف	verb	498600	َ
247	وَجَد	وجد	verb	493567	َ
259	عَرَف	عرف	verb	475755	َ
274	قَتَل	قتل	verb	455676	َ
277	عَمِل	عمل	verb	453112	َ
294	نَقَل	نقل	verb	431692	َ
296	شَكَّل	شكل	verb	429250	َ
306	تَحَدَّث	تحدث	verb	419494	َ
307	عَقَد	عقد	verb	418642	َ
309	شَهِد	شهد	verb	414889	َ
312	وَقَع	وقع	verb	413181	َ
315	بَدا	بدا	verb	412285	َ
316	بَقِي	بقي	verb	411761	َ
318	شارَك	شارك	verb	411526	َ
328	طَلَب	طلب	verb	405108	َ
332	طالَب	طالب	verb	402138	َ
334	سَجَّل	سجل	verb	401849	َ
337	رَفَض	رفض	verb	401364	َ
342	اِعْتَقَد	اعتقد	verb	396265	َ
360	أَدَّى	أدى	verb	379417	َ
361	أَصْبَح	أصبح	verb	379364	َ
364	جَرَى	جرى	verb	378476	َ
376	اِسْتَطاع	استطاع	verb	369052	َ
389	اِسْتَمَرّ	استمر	verb	354831	َ
400	حاوَل	حاول	verb	349515	َ
402	وَضَع	وضع	verb	348086	َ
403	ضَمّ	ضم	verb	348059	َ
404	أَتَى	أتى	verb	347771	َ
413	حَمَل	حمل	verb	338765	َ
427	حَقَّق	حقق	verb	328315	َ
438	اِلْتَقَى	التقى	verb	318849	َ
450	فاز	فاز	verb	310593	َ
453	مَثَّل	مثل	verb	309008	َ
465	جَعَل	جعل	verb	304036	َ
468	قَرَّر	قرر	verb	302467	َ
481	تَعَرَّض	تعرض	verb	297659	َ
482	تَعَلَّق	تعلق	verb	296498	َ
498	دَخَل	دخل	verb	286457	َ
505	أَقام	أقام	verb	283087	َ
513	عاش	عاش	verb	278697	َ
521	اِتَّخَذ	اتخذ	verb	276862	َ
526	زاد	زاد	verb	274095	َ
529	واجَه	واجه	verb	272486	َ
530	أَوْضَح	أوضح	verb	272438	َ
531	تَوَقَّع	توقع	verb	272341	َ
537	سَمَح	سمح	verb	269397	َ
564	وَصَف	وصف	verb	258582	َ
569	سَعَى	سعى	verb	256526	َ
571	اِنْتَهَى	انتهى	verb	256313	َ
579	حَدَث	حدث	verb	254738	َ
582	اِتَّهَم	اتهم	verb	252347	َ
587	بَحَث	بحث	verb	251140	َ
592	دَفَع	دفع	verb	248522	َ
593	تَمَكَّن	تمكن	verb	248434	َ
601	نَشَر	نشر	verb	246224	َ
616	زار	زار	verb	241785	َ
617	شَمِل	شمل	verb	241541	َ
620	تابَع	تابع	verb	240888	َ
632	صَرَّح	صرح	verb	235427	َ
639	صَدَر	صدر	verb	232647	َ
651	كَتَب	كتب	verb	227498	َ
658	لَعِب	لعب	verb	224001	َ
666	كَشَف	كشف	verb	220789	َ
669	عَرَض	عرض	verb	219272	َ
670	قاد	قاد	verb	219108	َ
681	حَدَّد	حدد	verb	215893	َ
686	أَجْرَى	أجرى	verb	214173	َ
697	وَجَّه	وجه	verb	212134	َ
703	رَفَع	رفع	verb	210184	َ
710	تَقَدَّم	تقدم	verb	209355	َ
712	اِرْتَفَع	ارتفع	verb	208407	َ
715	اِحْتاج	احتاج	verb	207567	َ
721	حَضَر	حضر	verb	206832	َ
729	تَضَمَّن	تضمن	verb	204632	َ
730	اِسْتَخْدَم	استخدم	verb	204599	َ
731	أَخَذ	أخذ	verb	204553	َ
741	مَلَك	ملك	verb	199606	َ
745	اِسْتَهْدَف	استهدف	verb	198175	َ
746	شَدَّد	شدد	verb	197615	َ
749	سَبَقِ	سبق	verb	197117	َ
765	خَرَج	خرج	verb	194497	َ
768	أَطْلَق	أطلق	verb	193846	َ
773	أَعْطَى	أعطى	verb	193290	َ
774	فَعَل	فعل	verb	193259	َ
778	بات	بات	verb	192980	َ
781	سَأَل	سأل	verb	190589	َ
783	تَلَقَّى	تلقى	verb	190372	َ
786	فَرَض	فرض	verb	189090	َ
787	عَلِم	علم	verb	189078	َ
811	نَفَّذ	نفذ	verb	183994	َ
815	طَرَح	طرح	verb	183750	َ
819	وافَق	وافق	verb	183214	َ
822	أَفاد	أفاد	verb	182499	َ
831	تَجاوَز	تجاوز	verb	180639	َ
837	اِنْتَظَر	انتظر	verb	178747	َ
841	واصَل	واصل	verb	177965	َ
846	عانَى	عانى	verb	176623	َ
849	نَجَح	نجح	verb	175849	َ
870	تَحَوَّل	تحول	verb	171631	َ
876	تَوَلَّى	تولى	verb	170668	َ
879	حَذَّر	حذر	verb	169884	َ
898	تَناوَل	تناول	verb	166814	َ
900	اِسْتَقْبَل	استقبل	verb	166791	َ
915	رَدّ	رد	verb	163348	َ
918	اِعْتَمَد	اعتمد	verb	162354	َ
922	ظَلّ	ظل	verb	161932	َ
924	نَظَّم	نظم	verb	161832	َ
932	تَوَقَّف	توقف	verb	160427	َ
943	تَرَك	ترك	verb	159005	َ
944	ساعَد	ساعد	verb	158903	َ
953	أَعاد	أعاد	verb	158084	َ
961	نَفَى	نفى	verb	156997	َ
963	هَدَّد	هدد	verb	156756	َ
966	أَصاب	أصاب	verb	156643	َ
968	هَدَف	هدف	verb	156513	َ
974	اِتَّفَق	اتفق	verb	155875	َ
976	ظَهَر	ظهر	verb	155718	َ
978	ذَهَب	ذهب	verb	155538	َ
980	أَصْدَر	أصدر	verb	155265	َ
989	اِعْتَقَل	اعتقل	verb	154274	َ
1003	أَثار	أثار	verb	152346	َ
1007	عَبَّر	عبر	verb	151831	َ
1008	شَعَر	شعر	verb	151747	َ
1017	وَقَف	وقف	verb	150347	َ
1018	تَوَجَّه	توجه	verb	150278	َ
1025	مَنَع	منع	verb	149272	َ
1028	سَمَّى	سمى	verb	148519	َ
1029	مَرّ	مر	verb	148433	َ
1040	اِحْتَلّ	احتل	verb	146220	َ
1047	فَتَح	فتح	verb	145447	َ
1052	قَدَّر	قدر	verb	144855	َ
1062	اِخْتار	اختار	verb	144023	َ
1066	اِعْتَرَف	اعترف	verb	143872	َ
1067	خَسِر	خسر	verb	143694	َ
1069	صار	صار	verb	143522	َ
1073	قَضَى	قضى	verb	143238	َ
1075	قَبِل	قبل	verb	142932	َ
1087	سَمِع	سمع	verb	141125	َ
1090	سَقَط	سقط	verb	140676	َ
1113	أَمَل	أمل	verb	138333	َ
1115	وَقَّع	وقع	verb	138107	َ
1129	ساهَم	ساهم	verb	136604	َ
1150	شَنّ	شن	verb	134295	َ
1151	نَظَر	نظر	verb	134281	َ
1158	نَصّ	نص	verb	133602	َ
1168	اِجْتَمَع	اجتمع	verb	132203	َ
1175	غادَر	غادر	verb	130475	َ
1179	سَلَّم	سلم	verb	129803	َ
1186	اِنْطَلَق	انطلق	verb	128849	َ
1207	أَظْهَر	أظهر	verb	126937	َ
1222	جَمَع	جمع	verb	124811	َ
1226	مارَس	مارس	verb	124572	َ
1234	اِنْتَقَل	انتقل	verb	122931	َ
1263	خاض	خاض	verb	118677	َ
1265	مَنَح	منح	verb	118607	َ
1272	تَمَتَّع	تمتع	verb	117322	َ
1274	تَراجَع	تراجع	verb	116999	َ
1288	أَعَدّ	أعد	verb	115385	َ
1291	أَلْقَى	ألقى	verb	115133	َ
1306	اِقْتَرَح	اقترح	verb	113698	َ
1308	اِنْتَقَد	انتقد	verb	113597	َ
1309	حَلّ	حل	verb	113545	َ
1323	ناقَش	ناقش	verb	111567	َ
1339	رَكَّز	ركز	verb	109886	َ
1355	اِنْبَغَى	انبغى	verb	108851	َ
1356	سَيْطَر	سيطر	verb	108842	َ
1365	لاحَظ	لاحظ	verb	108306	َ
1368	لَفَت	لفت	verb	107807	َ
1381	تَبِع	تبع	verb	106569	َ
1401	تَسَبَّب	تسبب	verb	104879	َ
1403	أَعْرَب	أعرب	verb	104790	َ
1412	تَحَقَّق	تحقق	verb	104165	َ
1431	أَيَّد	أيد	verb	101444	َ
1437	أَدْرَك	أدرك	verb	101159	َ
1440	رافَق	رافق	verb	100647	َ
1460	تَطَلَّب	تطلب	verb	98869	َ
1470	عَزَّز	عزز	verb	97776	َ
1471	اِرْتَكَب	ارتكب	verb	97611	َ
1473	وَلِي	ولي	verb	97492	َ
1481	رَغِب	رغب	verb	96489	َ
1486	بَذَل	بذل	verb	96384	َ
1491	اِفْتَرَض	افترض	verb	95770	َ
1494	سار	سار	verb	95388	َ
1495	خَضَع	خضع	verb	95145	َ
1509	اِخْتَلَف	اختلف	verb	93878	َ
1515	قَرَأ	قرأ	verb	93146	َ
1529	رَحَّب	رحب	verb	91794	َ
1534	وَعَد	وعد	verb	91464	َ
1537	دار	دار	verb	91187	َ
1539	دَرَس	درس	verb	91118	َ
1541	أَثَّر	أثر	verb	90926	َ
1542	وَفَّر	وفر	verb	90827	َ
1549	أَتاح	أتاح	verb	89855	َ
1552	أَقَرّ	أقر	verb	89615	َ
1554	عَكَس	عكس	verb	89539	َ
1556	اِفْتَتَح	افتتح	verb	89413	َ
1567	اِزْداد	ازداد	verb	88280	َ
1569	تَعَهَّد	تعهد	verb	88220	َ
1575	تَمَنَّى	تمنى	verb	87771	َ
1585	اِضْطَرّ	اضطر	verb	86880	َ
1586	كَفَى	كفى	verb	86848	َ
1590	اِسْتَغْرَق	استغرق	verb	86667	َ
1592	تَمَثَّل	تمثل	verb	86652	َ
1605	وَلَد	ولد	verb	85989	َ
1607	ضَرَب	ضرب	verb	85760	َ
1609	عَلَّق	علق	verb	85526	َ
1610	اِسْتَبْعَد	استبعد	verb	85484	َ
1612	اِنْتَمَى	انتمى	verb	85471	َ
1622	تَوَصَّل	توصل	verb	85009	َ
1629	عارَض	عارض	verb	84289	َ
1630	فَقَد	فقد	verb	84280	َ
1631	رَبَطُ	ربط	verb	84169	َ
1637	عَثَر	عثر	verb	83597	َ
1638	كاد	كاد	verb	83563	َ
1643	تَبَنَّى	تبنى	verb	83358	َ
1653	أَسْفَر	أسفر	verb	82819	َ
1655	دام	دام	verb	82804	َ
1658	اِسْتَضاف	استضاف	verb	82743	َ
1668	شاهَد	شاهد	verb	82183	َ
1672	حَكَم	حكم	verb	82022	َ
1682	وَرَد	ورد	verb	81261	َ
1684	أَبْدَى	أبدى	verb	81234	َ
1686	فَهِم	فهم	verb	81021	َ
1692	تَبَيَّن	تبين	verb	80729	َ
1693	مَضَى	مضى	verb	80684	َ
1694	حَظِي	حظي	verb	80684	َ
1709	تَحَمَّل	تحمل	verb	80017	َ
1716	أَجاب	أجاب	verb	79318	َ
1719	دَمَّر	دمر	verb	79166	َ
1727	فَشِل	فشل	verb	78770	َ
1731	اِتَّصَل	اتصل	verb	78535	َ
1737	تَغَيَّر	تغير	verb	78336	َ
1743	وَزَّع	وزع	verb	78144	َ
1744	أَرْسَل	أرسل	verb	78123	َ
1749	دَعَّم	دعم	verb	77891	َ
1757	دافَع	دافع	verb	77536	َ
1770	اِنْضَمّ	انضم	verb	76728	َ
1778	هاجَم	هاجم	verb	76442	َ
1789	أَثْبَت	أثبت	verb	75796	َ
1804	جَرَح	جرح	verb	74996	َ
1805	تَسَلَّم	تسلم	verb	74995	َ
1808	تَعادَل	تعادل	verb	74852	َ
1815	دان	دان	verb	74547	َ
1822	قَطَع	قطع	verb	74268	َ
1843	شاء	شاء	verb	73410	َ
1861	اِكْتَشَف	اكتشف	verb	72473	َ
1866	غَيَّر	غير	verb	72116	َ
1871	نال	نال	verb	71857	َ
1872	خَشِي	خشي	verb	71842	َ
1876	قَلّ	قل	verb	71555	َ
1890	اِنْخَفَض	انخفض	verb	71122	َ
1896	تَكَلَّم	تكلم	verb	70768	َ
1903	اِمْتَدّ	امتد	verb	70499	َ
1904	اِلْتَزَم	التزم	verb	70486	َ
1922	خَصَّص	خصص	verb	69742	َ
1923	خَدَمِ	خدم	verb	69733	َ
1925	جَدَّد	جدد	verb	69511	َ
1937	تَعامَل	تعامل	verb	68715	َ
1939	كَلَّف	كلف	verb	68612	َ
1940	عَيَّن	عين	verb	68563	َ
1946	أَبْلَغ	أبلغ	verb	68382	َ
1959	اِنْسَحَب	انسحب	verb	67807	َ
1960	غاب	غاب	verb	67805	َ
1961	دَلّ	دل	verb	67795	َ
1969	بَثّ	بث	verb	67663	َ
1971	تَرَدَّد	تردد	verb	67635	َ
1973	نَسِي	نسي	verb	67587	َ
1979	فَكَّر	فكر	verb	67039	َ
1983	شَغَل	شغل	verb	66600	َ
1986	تَدَخَّل	تدخل	verb	66516	َ
1987	تَساءَل	تساءل	verb	66502	َ
1990	جاز	جاز	verb	66344	َ
2002	لَجَأ	لجأ	verb	65692	َ
2005	اِسْتَفاد	استفاد	verb	65532	َ
2011	حافَظ	حافظ	verb	65319	َ
2013	اِعْتَزَم	اعتزم	verb	65145	َ
2014	تَلا	تلا	verb	65131	َ
2015	تَحَرَّك	تحرك	verb	65075	َ
2016	اِنْتَشَر	انتشر	verb	65074	َ
2017	طَبَّق	طبق	verb	65058	َ
2027	أَدار	أدار	verb	64705	َ
2037	ضَمِن	ضمن	verb	63827	َ
2038	مات	مات	verb	63813	َ
2041	لَقِي	لقي	verb	63767	َ
2046	أَحَبّ	أحب	verb	63545	َ
2047	اِسْتَحَقّ	استحق	verb	63544	َ
2055	اِنْتَخَب	انتخب	verb	63249	َ
2066	تَطَرَّق	تطرق	verb	62946	َ
2077	تَعَيَّن	تعين	verb	62617	َ
2079	اِكْتَفَى	اكتفى	verb	62601	َ
2080	أَمَّن	أمن	verb	62590	َ
2082	اِسْتَعَدّ	استعد	verb	62564	َ
2093	شَكَر	شكر	verb	62096	َ
2099	كَرَّر	كرر	verb	61908	َ
2132	ساد	ساد	verb	59840	َ
2134	أَنْهَى	أنهى	verb	59722	َ
2137	تَرَأَّس	ترأس	verb	59620	َ
2138	اِخْتَتَم	اختتم	verb	59526	َ
2142	راح	راح	verb	59436	َ
2146	اِقْتَصَر	اقتصر	verb	59382	َ
2155	بَسّ	بس	verb	58917	َ
2161	شَجَّع	شجع	verb	58686	َ
2163	حال	حال	verb	58655	َ
2165	اِتَّجَه	اتجه	verb	58598	َ
2173	رَأَسَ	رأس	verb	58386	َ
2182	خَصّ	خص	verb	57998	َ
2191	اِسْتَعاد	استعاد	verb	57520	َ
2194	تَوَفَّى	توفى	verb	57424	َ
2195	اِحْتَرَم	احترم	verb	57423	َ
2200	أَصَرّ	أصر	verb	57247	َ
2201	اِحْتَفَظ	احتفظ	verb	57224	َ
2211	اِمْتَلَك	امتلك	verb	56941	َ
2213	اِنْفَجَر	انفجر	verb	56829	َ
2241	نَوَى	نوى	verb	55600	َ
2246	تَمَيَّز	تميز	verb	55491	َ
2249	بَعَث	بعث	verb	55413	َ
2251	تَخَلَّى	تخلى	verb	55367	َ
2271	فاق	فاق	verb	54703	َ
2281	كَمَن	كمن	verb	54413	َ
2297	حَثّ	حث	verb	53874	َ
2298	نَدَّد	ندد	verb	53850	َ
2300	أَوْحَى	أوحى	verb	53807	َ
2309	رَوَى	روى	verb	53427	َ
2329	ظَنّ	ظن	verb	52522	َ
2342	اِطَّلَع	اطلع	verb	52074	َ
2359	بَنَى	بنى	verb	51598	َ
2364	اِرْتَبَط	ارتبط	verb	51312	َ
2369	صَنَع	صنع	verb	51236	َ
2376	اِشْتَبَه	اشتبه	verb	51021	َ
2394	أَدان	أدان	verb	50609	َ
2396	فاجَأ	فاجأ	verb	50558	َ
2399	عالَج	عالج	verb	50511	َ
2401	اِسْتَنَد	استند	verb	50363	َ
2407	اِسْتَدْعَى	استدعى	verb	50204	َ
2427	نَسَبُ	نسب	verb	49681	َ
2432	دَعَم	دعم	verb	49425	َ
2433	اِسْتَمَع	استمع	verb	49370	َ
2435	أَشْبَه	أشبه	verb	49333	َ
2446	اِعْتَرَض	اعترض	verb	48936	َ
2457	سَدَّد	سدد	verb	48736	َ
2465	تَأَهَّل	تأهل	verb	48522	َ
2467	اِهْتَمّ	اهتم	verb	48505	َ
2475	ذَكَّر	ذكر	verb	48336	َ
2480	قَصَد	قصد	verb	48193	َ
2486	أَنْتَج	أنتج	verb	48054	َ
2491	أَفْضَل	أفضل	verb	47913	َ
2492	أَهَمّ	أهم	verb	47910	َ
2496	أَشْرَف	أشرف	verb	47836	َ
2502	أَحْرَز	أحرز	verb	47782	َ
2508	اِسْتَغَلّ	استغل	verb	47630	َ
2513	خَطَّط	خطط	verb	47574	َ
2520	اِنْعَكَس	انعكس	verb	47325	َ
2530	تَراوَح	تراوح	verb	47079	َ
2533	فَضَّل	فضل	verb	47042	َ
2541	تَعالَى	تعالى	verb	46864	َ
2545	اِحْتَفَل	احتفل	verb	46822	َ
2553	اِشْتَرَى	اشترى	verb	46688	َ
2558	غَطَّى	غطى	verb	46581	َ
2562	اِقْتَرَب	اقترب	verb	46418	َ
2563	بَرَّر	برر	verb	46413	َ
2565	رَجَع	رجع	verb	46380	َ
2572	تَقَرَّر	تقرر	verb	46168	َ
2573	أَشاد	أشاد	verb	46073	َ
2579	تَطَلَّع	تطلع	verb	45960	َ
2581	تَغَلَّب	تغلب	verb	45927	َ
2586	جَدُر	جدر	verb	45770	َ
2591	صَعِد	صعد	verb	45669	َ
2607	رَمَى	رمى	verb	45174	َ
2620	اِسْتَأْنَف	استأنف	verb	44784	َ
2636	رَسَم	رسم	verb	44400	َ
2642	حَمَى	حمى	verb	44333	َ
2649	تَواصَل	تواصل	verb	44271	َ
2663	مَكَّن	مكن	verb	43470	َ
2670	حَوَّل	حول	verb	43322	َ
2675	بَرَز	برز	verb	43212	َ
2681	أَغْلَق	أغلق	verb	43145	َ
2683	أَدْلَى	أدلى	verb	43125	َ
2684	حَمَّل	حمل	verb	43124	َ
2689	شَرَح	شرح	verb	43069	َ
2694	رَعَى	رعى	verb	42944	َ
2703	نَزَل	نزل	verb	42741	َ
2710	قَصَف	قصف	verb	42569	َ
2711	رَجَّح	رجح	verb	42536	َ
2712	أَوْقَف	أوقف	verb	42525	َ
2724	خَلَّف	خلف	verb	42238	َ
2732	صَوَّت	صوت	verb	42026	َ
2733	تَصَدَّر	تصدر	verb	41999	َ
2747	تَرَكَّز	تركز	verb	41761	َ
2753	ثَبَت	ثبت	verb	41666	َ
2765	تَزَعَّم	تزعم	verb	41447	َ
2766	طال	طال	verb	41421	َ
2767	قابَل	قابل	verb	41415	َ
2776	تَذَكَّر	تذكر	verb	41219	َ
2794	اِحْتَوَى	احتوى	verb	40835	َ
2797	خَلَق	خلق	verb	40800	َ
2803	فَسَّر	فسر	verb	40616	َ
2806	أَلْغَى	ألغى	verb	40554	َ
2816	أَسَّس	أسس	verb	40287	َ
2818	اِرْتَدَى	ارتدى	verb	40229	َ
2828	اِسْتَعْمَل	استعمل	verb	40109	َ
2841	تَأَثَّر	تأثر	verb	39807	َ
2846	تَعاوَن	تعاون	verb	39677	َ
2850	باع	باع	verb	39507	َ
2854	صَدَّق	صدق	verb	39404	َ
2855	اِنْدَلَع	اندلع	verb	39399	َ
2856	رَجا	رجا	verb	39359	َ
2857	اِحْتَجَز	احتجز	verb	39335	َ
2877	عَمَد	عمد	verb	38636	َ
2882	خَلَص	خلص	verb	38502	َ
2887	اِقْتَضَى	اقتضى	verb	38428	َ
2889	حَقِّ	حق	verb	38421	َ
2897	آمَن	آمن	verb	38235	َ
2901	خَطَف	خطف	verb	38203	َ
2915	وَفَى	وفى	verb	37893	َ
2929	اِدَّعَى	ادعى	verb	37669	َ
2946	تَكَرَّر	تكرر	verb	37114	َ
2969	خَتَم	ختم	verb	36852	َ
2974	اِسْتَقَرّ	استقر	verb	36762	َ
2996	وَشَى	وشى	verb	36516	َ
2999	جَلَس	جلس	verb	36480	َ
3004	أَسْهَم	أسهم	verb	36398	َ
3009	تَوَّج	توج	verb	36333	َ
3024	تَمَسَّك	تمسك	verb	36119	َ
3035	فَصَل	فصل	verb	35827	َ
3037	اِتَّسَم	اتسم	verb	35755	َ
3046	بادَر	بادر	verb	35576	َ
3064	ناشَد	ناشد	verb	35325	َ
3072	اِنْعَقَد	انعقد	verb	35243	َ
3082	تَزامَن	تزامن	verb	35133	َ
3099	اِسْتَشْهَد	استشهد	verb	34876	َ
3100	أَقْدَم	أقدم	verb	34874	َ
3104	طَرَد	طرد	verb	34827	َ
3118	اِتَّضَح	اتضح	verb	34610	َ
3129	حَسَم	حسم	verb	34466	َ
3131	أَنْشَأ	أنشأ	verb	34375	َ
3141	وَدّ	ود	verb	34237	َ
3146	تَجاهَل	تجاهل	verb	34157	َ
3148	تَطَوَّر	تطور	verb	34094	َ
3151	رَدَّد	ردد	verb	34021	َ
3155	صَحّ	صح	verb	33946	َ
3157	قاتَل	قاتل	verb	33886	َ
3164	حَضّ	حض	verb	33773	َ
3167	نَشَأ	نشأ	verb	33714	َ
3171	صَعُب	صعب	verb	33702	َ
3176	اِتَّبَع	اتبع	verb	33631	َ
3177	باشَر	باشر	verb	33620	َ
3180	اِسْتَقال	استقال	verb	33604	َ
3191	تَظاهَر	تظاهر	verb	33408	َ
3193	تَوافَر	توافر	verb	33393	َ
3195	تَعَدَّى	تعدى	verb	33366	َ
3211	تَصَرَّف	تصرف	verb	33062	َ
3213	عادَل	عادل	verb	33050	َ
3215	سَحَب	سحب	verb	33039	َ
3217	لَحِق	لحق	verb	32968	َ
3222	أَخْفَى	أخفى	verb	32892	َ
3227	راقَب	راقب	verb	32787	َ
3245	لَزِم	لزم	verb	32538	َ
3248	شَكا	شكا	verb	32503	َ
3252	تَصَوَّر	تصور	verb	32459	َ
3256	حان	حان	verb	32391	َ
3259	خَلا	خلا	verb	32375	َ
3260	مَوَّن	مون	verb	32367	َ
3261	أَقَلّ	أقل	verb	32303	َ
3262	أَكْمَل	أكمل	verb	32298	َ
3263	سَبَّب	سبب	verb	32268	َ
3266	راوَح	راوح	verb	32191	َ
3271	صَبّ	صب	verb	32142	َ
3279	تَأَكَّد	تأكد	verb	31950	َ
3281	تَعَلَّم	تعلم	verb	31888	َ
3286	اِمْتَنَع	امتنع	verb	31846	َ
3291	مَيَّز	ميز	verb	31784	َ
3300	اِسْتَجاب	استجاب	verb	31650	َ
3313	اِغْتال	اغتال	verb	31478	َ
3314	نَتَج	نتج	verb	31475	َ
3315	اِتَّسَع	اتسع	verb	31469	َ
3321	وَدَع	ودع	verb	31334	َ
3324	هَبَطُ	هبط	verb	31285	َ
3327	تَجَمَّع	تجمع	verb	31132	َ
3331	أَحاط	أحاط	verb	31060	َ
3345	تَرْجَم	ترجم	verb	30872	َ
3349	أَحال	أحال	verb	30834	َ
3357	عَبَر	عبر	verb	30777	َ
3360	قَلَّل	قلل	verb	30754	َ
3369	اِسْتَنْكَر	استنكر	verb	30561	َ
3371	دَرَى	درى	verb	30522	َ
3378	مَسّ	مس	verb	30455	َ
3388	عَزا	عزا	verb	30346	َ
3398	أَقْفَل	أقفل	verb	30155	َ
